# TESS Program G06194

Title: A Survey Of Oscillations And Granulation In Subgiant Stars

PI: Chontos, Ashley - Princeton University

Type: SMALL

Summary: Brightness variations observed in high-precision light curves encode powerful information about fundamental properties and convection in subgiant stars through oscillations and granulation. However, the current sample of subgiants with measured oscillations and granulation is predominantly focused on the Kepler field, and prime mission TESS data do not provide sufficient time coverage to make precise measurements. Here we propose 2-minute cadence observations to perform a survey of oscillations and granulation in subgiant stars, which will enable us to (i) probe the efficiency of convective driving and damping of oscillations, (ii) test stellar models by constraining convective properties such as the mixing length parameter and (iii) calibrate granulation metrics for TESS stars.


# Sector 070 targets observed (2 min: 392, 20 s: 4)
85110246,74.902,25.9353,6.56,G06194
85848400,63.9821,31.6928,6.83,G06194
96204551,72.9333,30.4154,9.97,G06194
96286478,73.0149,33.5914,9.05,G06194
96529122,73.5444,32.2111,8.47,G06194
96682564,73.9975,30.5669,8.72,G06194
96952592,74.6323,31.4449,9.3,G06194
97037399,74.677,32.4037,8.12,G06194
97044158,74.9035,31.5848,7.74,G06194
101128724,54.8202,30.0792,9.03,G06194
101256605,56.1638,30.9197,9.4,G06194
113919695,54.1021,20.0673,7.0,G06194
113954577,54.5208,20.2335,8.72,G06194
114086251,55.6715,21.2817,7.31,G06194
149858588,58.7494,28.1877,7.43,G06194
15733892,61.2356,20.8561,8.13,G06194
15855062,61.9291,21.2623,8.57,G06194
23112799,60.9053,24.946,8.1,G06194
26055004,52.8063,19.7838,8.2,G06194
26055340,52.7347,18.7989,7.6,G06194
28958526,50.1652,28.8261,7.89,G06194
346596821,57.3559,28.6347,7.73,G06194
346676521,55.1015,29.9562,8.35,G06194
353929616,55.0706,28.9226,10.09,G06194
385507225,56.1888,27.9201,6.24,G06194
405463747,52.3705,26.4108,9.63,G06194
405480837,55.9463,29.5173,9.16,G06194
427577999,54.8982,29.4518,8.27,G06194
440681396,56.8212,23.7266,6.49,G06194
440691067,57.2376,23.8567,6.1,G06194
46536981,53.5896,28.0842,8.71,G06194
46676152,54.2566,29.448,9.14,G06194
467652288,60.5278,30.8687,8.13,G06194
56363274,62.5088,24.0926,8.36,G06194
56512881,62.9541,25.984,8.43,G06194
67789175,56.2211,19.8305,7.88,G06194
90649898,53.1124,30.1951,10.25,G06194
94672007,59.8314,30.0322,8.55,G06194
16005878,63.2043,19.5386,7.33,G06194
16040229,63.5874,19.5793,7.69,G06120;G06194
17100719,64.2551,19.6753,6.75,G06194
242984304,59.6467,15.0858,7.74,G06194
243009111,60.5132,17.2973,8.76,G06194
243012455,60.6605,15.0616,8.16,G06194
283677584,62.2067,10.4636,8.23,G06194;G06057
311127912,54.8837,9.2939,8.63,G06194
345413546,57.6932,8.4475,7.58,G06194
345455466,58.3054,7.7699,7.01,G06194
365459719,64.5476,9.1554,9.07,G06194
372896485,65.7124,9.7709,7.68,G06194
372898369,65.7451,9.4036,7.31,G06194
388994809,57.8628,12.0717,8.57,G06194
389008860,61.2966,13.2967,7.65,G06194
416739635,53.8315,11.3967,7.77,G06194
434128916,55.5068,14.9222,8.78,G06194
434136019,56.0004,14.6203,8.03,G06194
435293807,53.4124,17.3291,8.01,G06194
468904872,62.5715,11.4862,8.46,G06194
115131855,83.2465,33.9096,9.54,G06194
116064559,84.7482,33.6267,8.97,G06194
116388361,85.2409,32.896,6.28,G06194
19331753,81.9809,23.2928,8.09,G06194
19455029,82.199,23.9577,8.34,G06194
2014191,79.2534,33.4523,9.2,G06194
239807012,87.0747,31.4575,9.55,G06194
2507547,80.0031,32.7853,6.48,G06194
2686265,80.5386,31.373,7.53,G06194
309335249,89.5838,29.9205,9.54,G06194
311777839,88.0763,33.9916,9.89,G06194
311996971,88.1626,34.2683,7.08,G06194
311997358,88.2196,34.4446,7.44,G06194
312731190,89.6547,30.5992,10.16,G06194
353294612,89.8454,31.0702,7.71,G06194
358225572,87.3394,23.6244,8.6,G06194
366601090,76.5979,32.4296,8.7,G06194
366873813,77.1792,32.697,7.41,G06194
367523755,78.5585,32.4959,9.51,G06194
429130766,81.4192,29.4511,9.93,G06194
69756884,77.4325,29.7986,6.17,G06194
69757980,77.4249,29.143,8.06,G06194
73905437,82.845,27.7688,6.87,G06194
74065756,83.0589,29.1952,7.54,G06194
74492276,83.744,26.9716,7.06,G06194
74726372,84.1259,25.9404,6.09,G06194
75425128,85.1937,26.9977,8.48,G06194
76379378,86.8534,29.6567,7.2,G06194
76885825,87.6655,27.5047,6.65,G06194
127103847,84.6796,12.8427,9.37,G06194
127106498,84.7666,13.0291,9.3,G06194
144699573,84.9586,11.4119,9.38,G06194
144700071,84.8495,11.8349,8.37,G06194
19459369,82.315,21.3157,7.62,G06120;G06194
19563644,84.1096,21.9926,6.91,G06194
19926677,84.7322,20.0303,8.8,G06194
247677338,86.9367,13.6786,10.05,G06194
247796864,87.5154,15.7525,9.57,G06194
247912360,88.0535,13.3918,8.18,G06194
293991511,84.4723,15.916,7.81,G06194
302344154,81.7834,16.3999,8.77,G06194
302423299,82.0383,16.4387,6.24,G06194
302823810,83.0753,17.7434,7.51,G06194
311272890,80.9744,11.0836,7.09,G06194
337487967,78.2142,18.1546,7.72,G06194
337575564,78.7988,20.0559,7.11,G06194
345669730,79.1994,11.456,8.58,G06194
345748594,80.805,11.4391,8.79,G06194
387869999,83.0917,19.122,6.99,G06194
412157361,80.2185,12.7418,9.01,G06194
432995837,82.7335,19.7877,8.88,G06194
437856897,83.8659,21.2942,8.65,G06165;G06200;G06194;G06032;G06203;G06142;20SECONDTARGET
47349614,81.0844,14.3878,8.37,G06194
47494087,81.4079,15.5811,8.18,G06194
52371907,83.7974,12.5948,9.74,G06194
52509242,84.0553,16.0625,11.04,G06194
6548720,80.988,19.9989,7.89,G06194;G06024
80573487,87.3978,10.7241,7.84,G06194
89192933,89.7619,15.3144,7.63,G06194
91607950,88.5123,15.1112,8.09,G06194
97566722,90.0042,12.8863,10.48,G06194
151168359,91.0604,17.2846,8.07,G06194
151407780,91.599,12.8709,8.81,G06194
155086399,102.3682,13.0709,7.79,G06194
167031274,93.8786,12.0895,7.55,G06194
229230832,92.2891,11.6547,7.87,G06194
231166893,100.5794,11.4866,7.75,G06194
307027114,98.241,13.0313,8.48,G06194
307580684,99.009,16.7968,6.29,G06194
308258623,99.7326,15.2065,7.37,G06194
372480991,101.3216,12.8943,2.86,G06194
372609949,101.5966,15.1127,8.3,G06194
372617222,101.8066,16.9262,7.08,G06194
372617495,101.7056,16.7724,6.48,G06194
372660172,101.7021,13.2919,8.56,G06194
426623170,96.9191,18.224,7.05,G06194
434294623,93.3042,14.7918,10.61,G06194
434298787,93.2666,16.5636,9.26,G06194
434308117,93.4487,15.0802,8.0,G06194
434329154,93.5453,17.1004,8.23,G06194
437935628,94.3806,14.542,8.37,G06194
438006065,94.856,13.4339,6.43,G06194
438219856,96.5553,12.6919,8.72,G06194
438296497,96.6634,13.1005,6.11,G06194
45366354,92.3643,19.232,8.02,G06194
59773449,100.8881,12.4539,9.31,G06194
171990991,97.3647,34.2361,8.73,G06194
172114772,97.976,30.4786,8.61,G06194
172353098,98.7052,33.3474,7.68,G06194
172411629,98.8278,31.3954,8.14,G06194
239905801,93.6228,30.7823,8.66,G06194
240057622,99.6586,31.4763,8.42,G06194
240090986,100.4488,34.2094,8.77,G06194
240094308,100.4429,30.9329,9.44,G06194
240170029,101.9417,31.7024,7.45,G06194
400203805,91.0255,34.684,8.27,G06194
400313665,91.5142,33.2535,7.55,G06194
57149627,102.0738,23.2242,6.77,G06194
68299293,102.4525,32.1129,7.95,G06194
68384936,102.9474,30.0831,9.29,G06194
68656153,103.851,31.137,8.76,G06194
79888062,90.7193,25.8838,7.45,G06194
81513627,92.2817,29.5569,8.73,G06194
81518466,92.431,29.2382,7.54,G06194
82762798,93.7502,27.8917,8.81,G06194
83612291,95.0205,24.5668,7.08,G06194
83799757,95.2482,23.9875,7.72,G06194
84325078,96.254,24.302,7.2,G06194
84442190,101.085,28.3688,8.99,G06194
86724115,98.1927,29.1618,8.88,G06194
87351381,102.8881,26.6629,8.7,G06194
90943471,101.9089,25.7023,8.68,G06194
91145059,103.1877,24.968,8.42,G06194
97663005,92.3909,30.483,9.19,G06194
97665049,92.5707,30.4251,7.78,G06194
97735129,92.6077,31.423,8.99,G06194
97735908,92.6641,30.9571,8.22,G06062;G06200;G06058;G06194;G06032;G06142;20SECONDTARGET
101682897,108.4925,28.5578,7.98,G06194
126191604,110.4322,29.652,8.6,G06194
155670594,108.7285,29.6493,9.32,G06194
165054290,104.8553,33.3503,9.53,G06194
165203284,105.8322,33.2972,7.87,G06194
184842719,110.0305,21.9822,3.16,G06194
239127359,111.1964,31.8021,10.28,G06194
26699907,111.1395,27.638,5.44,G06194
26858637,112.1693,24.6482,7.15,G06194
367262409,104.6155,24.92,7.54,G06194
367499673,109.4886,28.4882,7.95,G06194
371230165,111.6072,33.3967,8.99,G06194
392064455,110.5722,30.8672,8.22,G06194
415691767,109.107,31.8744,9.83,G06194
423086585,116.2341,24.3204,8.04,G06194
68906031,107.2937,30.3865,7.27,G06194
68985009,107.8705,30.4726,6.81,G06194
70231510,113.7976,23.0459,6.53,G06194
80364495,104.0661,25.9597,8.74,G06194
91359060,104.6963,26.0817,5.69,G06194
91503081,105.1881,27.2677,8.43,G06194
95006597,114.1623,29.7811,7.91,G06194
95128211,114.9731,26.7214,8.09,G06194
95167130,115.2628,24.9649,6.74,G06194
14614034,111.5953,12.8777,9.68,G06194
207327138,110.7116,10.3388,8.56,G06194
235272207,102.9821,10.8008,7.08,G06194
235485884,104.2772,10.5509,8.82,G06194
247054165,112.1829,13.6283,7.93,G06194
247056201,112.3275,12.4486,7.57,G06194
247086935,112.5677,13.1329,8.72,G06194
247161593,113.4474,13.4077,7.29,G06194
255739853,107.6411,19.803,7.35,G06194
26339076,107.0998,13.6617,9.24,G06194
264695169,109.5629,11.4259,7.91,G06194
26586727,108.004,14.5991,9.23,G06194
270801101,105.0852,11.9719,10.1,G06194
270883012,105.2932,10.2239,8.39,G06194
303905684,104.788,14.1179,9.23,G06194
337388617,110.287,14.2664,9.93,G06194
386150867,104.0436,15.7559,9.96,G06194
436958403,106.1547,18.7237,8.19,G06194
440776326,108.7857,12.7642,8.07,G06194
440800277,109.3102,11.9365,9.58,G06194
440802476,109.2977,13.8655,7.35,G06194
440851972,109.5878,17.0039,8.04,G06194
440856708,109.6966,13.9171,9.76,G06194
70124139,113.1124,18.3661,7.54,G06194
70466509,114.8634,19.7804,8.8,G06194
14434586,124.7159,18.3193,7.89,G06194
14677935,126.9744,18.0687,7.52,G06194
16379292,116.1447,14.329,8.77,G06194
16418427,116.3288,13.8782,9.58,G06194
19029864,119.8233,16.8189,7.03,G06194
19154201,120.3637,13.4851,9.13,G06194
264756359,115.175,10.6173,9.49,G06194
264826606,115.3638,9.861,9.42,G06194
271207085,119.5409,11.6461,8.73,G06194
27548343,122.9551,13.445,6.52,G06194
27550294,123.0537,17.6469,6.24,G06194
334515275,123.3774,11.7006,8.7,G06194
334515749,123.3925,10.8467,6.81,G06194
366409831,126.3962,10.4893,8.82,G06194
366410730,126.5287,10.9409,8.45,G06194
386839075,122.0358,19.2153,7.08,G06194
388015492,120.3061,8.3761,6.95,G06194
388018867,120.4614,8.9142,5.69,G06194
458585431,124.1903,7.372,7.13,G06194
458624708,125.0556,9.1906,8.99,G06194
117280403,131.1131,28.4534,8.14,G06194
155230872,124.6113,27.8157,8.4,G06194
155233279,124.6966,27.3679,8.27,G06194
165831070,122.4661,31.3786,9.04,G06194
171394304,118.8639,29.1581,7.72,G06194
171397608,119.0006,27.2351,8.6,G06194
195183116,128.6632,21.4929,7.61,G06194
20657638,119.7916,30.7201,8.19,G06194
293281206,119.0103,23.6918,6.74,G06194
293362029,119.323,21.7088,8.76,G06194
302188141,125.016,27.2152,4.66,G06191;G06194;G06098;20SECONDTARGET
302302173,126.2297,23.9457,7.1,G06194
302306950,126.5507,27.5508,9.53,G06194
3797909,128.5488,27.4129,8.14,G06194
386836188,121.6425,22.4564,6.49,G06194
446006789,121.9412,21.5814,4.71,G06194
82354782,124.2362,21.9197,7.91,G06194
95693534,122.0836,25.5528,7.71,G06194

# Sector 072 targets observed (2 min: 402, 20 s: 3)
155086399,102.3682,13.0709,7.79,G06194
155088052,102.3669,12.0888,7.18,G06194
220158051,99.1335,10.6994,10.5,G06194
231166893,100.5794,11.4866,7.75,G06194
235272207,102.9821,10.8008,7.08,G06194
235485884,104.2772,10.5509,8.82,G06194
255739853,107.6411,19.803,7.35,G06194
26339076,107.0998,13.6617,9.24,G06194
270801101,105.0852,11.9719,10.1,G06194
270883012,105.2932,10.2239,8.39,G06194
303905684,104.788,14.1179,9.23,G06194
307027114,98.241,13.0313,8.48,G06194
307580684,99.009,16.7968,6.29,G06194
308258623,99.7326,15.2065,7.37,G06194
372480991,101.3216,12.8943,2.86,G06194
372609949,101.5966,15.1127,8.3,G06194
372617222,101.8066,16.9262,7.08,G06194
372617495,101.7056,16.7724,6.48,G06194
372660172,101.7021,13.2919,8.56,G06194
386150867,104.0436,15.7559,9.96,G06194
426623170,96.9191,18.224,7.05,G06194
436958403,106.1547,18.7237,8.19,G06194
438219856,96.5553,12.6919,8.72,G06194
438296497,96.6634,13.1005,6.11,G06194
59773449,100.8881,12.4539,9.31,G06194
101682897,108.4925,28.5578,7.98,G06194
155670594,108.7285,29.6493,9.32,G06194
165054290,104.8553,33.3503,9.53,G06194
165203284,105.8322,33.2972,7.87,G06194
171990991,97.3647,34.2361,8.73,G06194
172114772,97.976,30.4786,8.61,G06194
172353098,98.7052,33.3474,7.68,G06194
172411629,98.8278,31.3954,8.14,G06194
240057622,99.6586,31.4763,8.42,G06194
240090986,100.4488,34.2094,8.77,G06194
240094308,100.4429,30.9329,9.44,G06194
240170029,101.9417,31.7024,7.45,G06194
367262409,104.6155,24.92,7.54,G06194
367499673,109.4886,28.4882,7.95,G06194
415691767,109.107,31.8744,9.83,G06194
57149627,102.0738,23.2242,6.77,G06194
68299293,102.4525,32.1129,7.95,G06194
68384936,102.9473,30.0831,9.29,G06194
68656153,103.851,31.137,8.76,G06194
68906031,107.2937,30.3865,7.27,G06194
68985009,107.8705,30.4726,6.81,G06194
80364495,104.0661,25.9597,8.74,G06194
84442190,101.085,28.3688,8.99,G06194
86724115,98.1927,29.1618,8.88,G06194
87351381,102.8881,26.6629,8.7,G06194
90943471,101.9089,25.7023,8.68,G06194
91145059,103.1877,24.968,8.42,G06194
91359060,104.6963,26.0817,5.69,G06194
91503081,105.1881,27.2677,8.43,G06194
115131855,83.2465,33.9096,9.54,G06194
116064559,84.7482,33.6267,8.97,G06194
116388361,85.2409,32.896,6.28,G06194
239807012,87.0747,31.4575,9.55,G06194
239905801,93.6228,30.7823,8.66,G06194
309335249,89.5838,29.9205,9.54,G06194
311777839,88.0763,33.9916,9.89,G06194
311996971,88.1626,34.2683,7.08,G06194
311997358,88.2196,34.4446,7.44,G06194
312731190,89.6547,30.5992,10.16,G06194
353294612,89.8454,31.0702,7.71,G06194
358225572,87.3394,23.6244,8.6,G06194
400160365,90.1495,32.8528,9.75,G06194
400203805,91.0255,34.684,8.27,G06194
400313665,91.5142,33.2535,7.55,G06194
73905437,82.845,27.7688,6.87,G06194
74065756,83.0589,29.1952,7.54,G06194
74492276,83.744,26.9716,7.06,G06194
74726372,84.1259,25.9404,6.09,G06194
75425128,85.1937,26.9977,8.48,G06194
76379378,86.8534,29.6567,7.2,G06194
76885825,87.6655,27.5047,6.65,G06194
79888062,90.7193,25.8838,7.45,G06194
81513627,92.2817,29.5569,8.73,G06194
81518466,92.431,29.2382,7.54,G06194
82762798,93.7502,27.8917,8.81,G06194
83612291,95.0205,24.5668,7.08,G06194
83799757,95.2482,23.9875,7.72,G06194
97663005,92.3909,30.483,9.19,G06194
97665049,92.5707,30.4251,7.78,G06194
97735129,92.6077,31.423,8.99,G06194
97735908,92.6641,30.9571,8.22,G06062;G06200;G06058;G06194;G06032;G06142;20SECONDTARGET
127103847,84.6796,12.8427,9.37,G06194
127106498,84.7666,13.0291,9.3,G06194
144699573,84.9586,11.4119,9.38,G06194
144700071,84.8495,11.8349,8.37,G06194
151168359,91.0604,17.2846,8.07,G06194
151407780,91.599,12.8709,8.81,G06194
167031274,93.8786,12.0895,7.55,G06194
19563644,84.1096,21.9926,6.91,G06194
19926677,84.7322,20.0303,8.8,G06194
229230832,92.2891,11.6547,7.87,G06194
247677338,86.9367,13.6786,10.05,G06194
247796864,87.5154,15.7525,9.57,G06194
247912360,88.0535,13.3918,8.18,G06194
293991511,84.4723,15.916,7.81,G06194
434294623,93.3042,14.7918,10.61,G06194
434298787,93.2666,16.5635,9.26,G06194
434308117,93.4487,15.0802,8.0,G06194
434329154,93.5453,17.1004,8.23,G06194
437856897,83.8659,21.2942,8.65,G06165;G06200;G06194;G06032;G06203;G06142;20SECONDTARGET
437935628,94.3806,14.542,8.37,G06194
438006065,94.856,13.4339,6.43,G06194
45366354,92.3643,19.232,8.02,G06194
52371907,83.7974,12.5948,9.74,G06194
52509242,84.0553,16.0625,11.04,G06194
89192933,89.7619,15.3144,7.63,G06194
91607950,88.5123,15.1112,8.09,G06194
97566722,90.0042,12.8863,10.48,G06194
97643238,90.2166,14.8429,8.91,G06194
97859523,90.6288,13.2892,7.47,G06194
14434586,124.7159,18.3193,7.89,G06194
21285884,129.8151,12.9598,7.37,G06058;G06194
27548343,122.9551,13.445,6.52,G06194
27550294,123.0537,17.6469,6.24,G06194
293367451,131.3,15.342,7.43,G06194
293367555,131.3319,15.0467,7.27,G06194
293460898,132.0629,15.7274,8.09,G06194
334515275,123.3774,11.7006,8.7,G06194
334515749,123.3925,10.8467,6.81,G06194
358116669,130.9705,13.6239,8.08,G06194
366409831,126.3962,10.4893,8.82,G06194
366410730,126.5287,10.9409,8.45,G06194
366628607,128.1734,8.7768,10.02,G06194
388015492,120.3061,8.3761,6.95,G06194
388018867,120.4614,8.9142,5.69,G06194
432012620,129.3877,6.1211,9.3,G06194
432122643,129.5077,5.7857,10.22,G06194
443965249,129.9738,11.6114,9.16,G06194
444005166,131.6018,10.5918,6.85,G06194
458585431,124.1903,7.372,7.13,G06194
458624708,125.0556,9.1906,8.99,G06194
46297363,132.7553,15.3512,5.78,G06194
117280403,131.1131,28.4534,8.14,G06194
117356522,131.7801,28.1614,6.01,G06194
126234598,133.2692,25.0534,9.22,G06194
126275754,133.7335,26.1953,6.11,G06194
126278130,134.0571,24.4473,6.35,G06194
138689744,137.0108,27.5587,7.59,G06194;G06024
155230872,124.6113,27.8157,8.4,G06194
155233279,124.6966,27.3679,8.27,G06194
195183116,128.6632,21.4929,7.61,G06194
195193587,129.3602,20.4871,7.51,G06194
197248213,134.2385,20.1997,7.75,G06194
302188141,125.016,27.2152,4.66,G06191;G06194;G06098;20SECONDTARGET
302302173,126.2297,23.9457,7.1,G06194
302306950,126.5507,27.5508,9.53,G06194
3797909,128.5488,27.4129,8.14,G06194
46362941,133.2996,17.3682,6.49,G06194
82354782,124.2362,21.9197,7.91,G06194
126191604,110.4322,29.652,8.6,G06194
14858698,118.7253,32.2844,6.97,G06194
165831070,122.4661,31.3786,9.04,G06194
171394304,118.8639,29.1581,7.72,G06194
171397608,119.0006,27.2351,8.6,G06194
184842719,110.0305,21.9822,3.16,G06194
20657638,119.7916,30.7201,8.19,G06194
239127359,111.1964,31.8021,10.28,G06194
26699907,111.1395,27.638,5.44,G06194
26858637,112.1693,24.6482,7.15,G06194
293281206,119.0103,23.6918,6.74,G06194
293362029,119.323,21.7088,8.76,G06194
386836188,121.6425,22.4564,6.49,G06194
392064455,110.5722,30.8672,8.22,G06194
423086585,116.2341,24.3204,8.04,G06194
70231510,113.7976,23.0459,6.53,G06194
95006597,114.1623,29.7811,7.91,G06194
95128211,114.9731,26.7214,8.09,G06194
95167130,115.2628,24.9649,6.74,G06194
95693534,122.0836,25.5528,7.71,G06194
14614034,111.5953,12.8777,9.68,G06194
16140714,114.9021,12.8942,8.31,G06194
16379292,116.1447,14.329,8.77,G06194
16418427,116.3288,13.8782,9.58,G06194
19029864,119.8233,16.8189,7.03,G06194
207327138,110.7116,10.3388,8.56,G06194
234457086,114.0364,8.8833,9.48,G06194
247054165,112.1829,13.6283,7.93,G06194
247056201,112.3275,12.4486,7.57,G06194
247086935,112.5677,13.1329,8.72,G06194
247161593,113.4474,13.4077,7.29,G06194
264695169,109.5629,11.4259,7.91,G06194
264756359,115.175,10.6173,9.49,G06194
264826606,115.3638,9.861,9.42,G06194
26586727,108.004,14.5991,9.23,G06194
337388617,110.287,14.2664,9.93,G06194
440776326,108.7857,12.7642,8.07,G06194
440800277,109.3102,11.9365,9.58,G06194
440802476,109.2977,13.8655,7.35,G06194
440851972,109.5878,17.0039,8.04,G06194
440856708,109.6966,13.9171,9.76,G06194
70124139,113.1124,18.3661,7.54,G06194
70466509,114.8634,19.7804,8.8,G06194
117419234,137.8234,25.5271,9.33,G06194
149365500,138.7889,25.0202,9.36,G06194
149400175,139.9568,24.416,7.42,G06194
149453731,141.3874,25.126,8.96,G06194
149469656,141.68,26.3497,7.76,G06194
155177867,144.2811,16.2255,7.37,G06194
172519123,142.7268,24.8715,8.55,G06194
172519226,142.7332,24.1156,10.16,G06194
195217111,142.1053,15.1653,7.95,G06194
203280496,135.9338,20.0628,7.34,G06194
203281195,136.0922,18.279,8.64,G06194
203288519,136.373,19.4357,7.46,G06194
233634965,145.8449,24.6045,7.97,G06194
243245935,136.8602,22.9789,6.91,G06194
263540687,144.5048,14.3468,6.17,G06194
284992911,137.1962,26.6267,5.35,G06194;G06022;G06023
307953612,148.7749,24.6364,6.53,G06194
330704715,137.2261,17.234,7.96,G06194
330795902,144.4572,24.6702,6.09,G06194
386864320,144.7844,17.4679,8.2,G06194
386890011,136.9731,22.4566,7.57,G06194
414987859,141.4382,20.3805,8.26,G06194
450301404,144.4116,15.4584,8.26,G06194
85979461,138.0585,22.8025,9.13,G06194
85996540,138.5658,18.2576,8.2,G06194
86070983,139.5704,18.7809,7.54,G06194
86119442,140.4244,21.8492,9.52,G06194
87950691,145.615,21.7885,8.96,G06194
87955121,145.9574,21.8322,9.97,G06194
87975890,146.6959,18.1154,7.99,G06194
88004994,146.929,20.6047,6.94,G06194
88006931,147.052,23.6714,9.18,G06194
88062671,147.7423,23.8598,8.29,G06194
91919464,144.0193,23.1908,6.67,G06194
92023470,145.5104,23.3292,7.71,G06194
195216468,142.1112,12.6742,7.14,G06194
262588562,132.3323,5.8749,8.64,G06194
262780787,141.3923,5.1216,9.54,G06194
263541228,144.705,12.0512,8.44,G06194
266475877,138.2886,9.269,9.1,G06194
270510694,135.7362,5.5264,8.89,G06194
270511662,135.883,3.7625,8.31,G06194
270679626,137.0774,4.5195,10.09,G06194
283767839,134.4543,7.9642,8.22,G06194
283770570,134.5018,7.1337,8.94,G06194
286098424,140.8638,5.7861,8.46,G06194
290489469,139.2,3.1313,9.6,G06194
290555569,139.986,5.1312,8.6,G06194
290555807,139.9709,4.2903,7.96,G06194
290644364,140.5339,5.5787,7.41,G06194
312025850,139.5868,7.0734,8.1,G06194
312066002,139.8378,9.0496,9.4,G06194
312089862,140.1161,11.5217,8.23,G06194
312185839,141.1179,6.3499,6.97,G06194
323600771,136.6269,9.0525,9.57,G06194
323639134,136.7457,8.3288,7.41,G06194
323710162,137.4569,10.4902,8.34,G06194
350292020,131.0325,5.6963,8.22,G06194
389038310,141.8417,5.34,9.31,G06194
405799481,142.1145,9.0568,5.22,G06194
407050144,143.9517,9.8677,8.46,G06194
437037410,132.8774,7.0067,9.39,G06194
437041591,134.1378,12.4318,7.81,G06194
437061000,135.5099,14.5985,8.24,G06194
444033547,133.3755,11.1516,8.15,G06194
46381039,133.6919,13.5614,8.51,G06194
469349846,141.6973,4.3353,8.46,G06194
178882485,151.6095,-0.3783,10.6,G06194
258673842,147.249,12.0966,7.98,G06194
262686542,148.6432,0.9439,7.29,G06194
262687235,148.6979,4.0229,8.28,G06194
262733086,149.2749,1.7529,9.25,G06194
275182296,143.9857,1.2681,9.24,G06194
275183001,143.9812,3.854,10.08,G06194
275358959,149.9257,5.2216,7.24,G06194
277672581,152.9779,2.2601,10.18,G06194
277673015,153.0096,0.2666,8.83,G06194
277736010,153.9057,2.339,9.66,G06194
344858028,150.5648,3.9303,7.95,G06194
350023032,154.8414,9.2129,7.32,G06194
377024460,147.2202,8.3018,7.03,G06194
377060642,147.9389,7.3859,8.55,G06194
389195658,145.8973,10.518,6.49,G06194
389205189,145.9328,7.9525,7.33,G06194
411120781,150.8883,9.8989,6.74,G06194
411122070,150.9999,7.176,7.85,G06194
411151035,151.5772,7.9442,7.92,G06194
411174787,152.7269,7.6945,8.25,G06194
453027558,144.2084,3.082,8.57,G06194
453035945,144.7777,4.7616,9.71,G06194
455284843,147.5542,0.1046,6.95,G06194
455305421,147.6244,4.3433,5.79,G06194
469012896,144.6364,6.9662,9.51,G06194
171598459,156.7259,19.5121,7.16,G06194
171628646,158.2722,19.5666,7.84,G06194
171629424,158.4143,20.7484,8.21,G06194
171630603,158.4595,20.304,6.81,G06194
171650901,159.4035,18.3486,7.79,G06194
239207192,157.0757,18.9123,7.78,G06194
258684203,147.4912,16.5599,8.39,G06194
26986790,150.6065,22.2672,9.13,G06194
27001535,150.9694,18.9507,7.17,G06194
27064335,151.6694,17.8949,7.5,G06058;G06194
27073220,152.5319,18.1851,7.31,G06058;G06194
27109020,152.9047,18.3173,8.15,G06194
307646965,152.9095,13.3549,5.97,G06194
307648737,153.0118,14.877,8.62,G06194
358670067,149.4,13.6177,8.55,G06194
358703623,149.9831,16.1688,8.63,G06194
59628209,146.7509,14.1311,8.4,G06194
61100890,153.9997,15.3947,8.2,G06194
63189338,156.7208,17.2186,7.38,G06194
63217246,157.1089,15.7558,6.88,G06194
63219023,157.3563,12.1869,6.83,G06194
63220914,157.4498,14.1442,8.3,G06194
63309709,158.3874,15.2132,9.74,G06194
70722297,156.5516,17.9332,8.75,G06194
95313240,153.2994,21.4197,7.38,G06194
95340781,153.6229,21.1675,5.51,G06194
149470459,163.487,17.1064,8.76,G06194
240175569,169.28,15.0176,8.21,G06194
286752664,164.59,16.6047,8.1,G06194
286813679,164.7027,15.0694,10.1,G06194
287483222,164.7927,6.9307,7.93,G06194
350336963,165.5634,8.8696,8.58,G06194
350428676,166.8054,10.2121,6.87,G06194
356377788,170.2657,12.5571,8.04,G06194
364981774,163.9869,7.6797,7.87,G06194
364981962,163.9517,8.5696,9.42,G06194
372444661,165.2747,12.0456,7.08,G06194
393484466,159.5651,9.1976,7.95,G06194
63816551,162.331,12.8427,8.13,G06194
67397496,170.8714,12.8358,8.71,G06194
67401721,171.1103,15.884,7.05,G06194
67444478,171.3654,13.5882,8.87,G06194
77107468,166.9142,13.4983,7.56,G06194;G06024
77113427,167.2355,15.2114,8.32,G06194
77146088,168.2691,16.7681,8.95,G06194
124521330,158.1827,-0.8668,8.64,G06194
14326003,163.1761,-0.4011,9.02,G06194
143406721,155.3425,-0.2202,7.36,G06194;G06024
14341492,163.4157,-1.354,8.57,G06194
169225390,160.3499,-1.7423,5.47,G06194
1732827,156.2429,-0.863,10.08,G06194
277838596,156.3901,4.5721,7.6,G06194
281701069,161.8759,0.5664,9.56,G06194
281745225,163.1895,4.2459,9.41,G06194
281748843,163.259,4.9621,7.17,G06194
281776955,163.4742,3.7013,7.73,G06194
281783940,163.9274,0.7369,5.55,G06194
281839249,165.4253,5.102,8.81,G06194
301467985,166.1004,3.1632,8.83,G06194
301538356,166.5657,2.3986,8.02,G06194
318092775,161.6032,-0.3735,9.59,G06194
318119700,161.8293,-1.3695,10.09,G06194
318120169,161.9655,-1.2257,8.74,G06194
